ns1:ID;id2;ns3:Name;value;ns3:Description
7708234640-VSHP2016-11;MEASURES_;Показатели;Eod01158;в I полугодии 2016 года -Да
7708234640-VSHP2016-11;MEASURES_;Показатели;Eod01158PCount;"Показатель ""в I полугодии 2016 года -Да"" в процентах от показателя ""Число организаций"""
7708234640-VSHP2016-11;MEASURES_;Показатели;Count;Число организаций
7708234640-VSHP2016-11;MEASURES_;Показатели;Eod01157;в 2015 году - Да
7708234640-VSHP2016-11;MEASURES_;Показатели;Eod01157PCount;"Показатель ""в 2015 году - Да"" в процентах от показателя ""Число организаций"""
7708234640-VSHP2016-11;Dim_Year_Code;Раунд переписи;2016;по результатам Всероссийской Сельскохозяйственной Переписи 2016 года
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);91000000000;Муниципальные образования Карачаево-Черкесской Республики
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);92000000000;Муниципальные образования Республики Татарстан (Татарстана)
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);89000000000;Муниципальные образования Республики Мордовии
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);90000000000;Муниципальные образования Республики Северная Осетия-Алания
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);88000000000;Муниципальные образования Республики Марий Эл
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);86000000000;Муниципальные образования Республики Карелии
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);87000000000;Муниципальные образования Республики Коми
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);85000000000;Муниципальные образования Республики Калмыкии
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);83000000000;Муниципальные образования Кабардино-Балкарской Республики
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);84000000000;Муниципальные образования Республики Алтай
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);82000000000;Муниципальные образования Республики Дагестан
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);80000000000;Муниципальные образования Республики Башкортостан
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);81000000000;Муниципальные образования Республики Бурятии
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);79000000000;Муниципальные образования Республики Адыгеи (Адыгеи)
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);78000000000;Муниципальные образования Ярославской области
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);98000000000;Муниципальные образования Республики Саха (Якутия)
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);99000000000;Муниципальные образования Еврейской автономной области
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);96000000000;Муниципальные образования Чеченской Республики
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);97000000000;Муниципальные образования Чувашской Республики - Чувашии
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);95000000000;Муниципальные образования Республики Хакасии
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);93000000000;Муниципальные образования Республики Тывы
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);94000000000;Муниципальные образования Удмуртской Республики
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);54000000000;Муниципальные образования Орловской области
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);64000000000;Муниципальные образования Сахалинской области
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);63000000000;Муниципальные образования Саратовской области
7708234640-VSHP2016-11;Oktmo_Parent;ОКТМО (по состоянию на 1 января 2016 года);77000000000;Муниципальные образования Чукотского автономного округа
